time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,year,month,day
2022-07-18,21.7,11.8,15.9,3.1,4.0,11.4,20.0,2022,7,18
2022-07-19,24.1,11.2,17.7,0.1,1.0,11.3,25.66,2022,7,19
2022-07-20,24.8,12.0,18.2,0.0,0.0,10.8,25.91,2022,7,20
2022-07-21,25.3,13.2,18.7,0.0,0.0,20.5,29.38,2022,7,21
2022-07-22,24.6,11.3,17.2,0.2,1.0,23.7,27.48,2022,7,22
2022-07-23,22.9,12.4,16.9,0.9,2.0,15.6,24.97,2022,7,23
2022-07-24,22.9,12.2,16.4,12.0,10.0,10.2,23.1,2022,7,24
2022-07-25,21.1,12.0,16.0,14.1,10.0,11.5,18.32,2022,7,25
2022-07-26,23.9,11.6,17.4,0.2,2.0,13.3,26.34,2022,7,26
2022-07-27,21.3,12.3,16.1,1.8,4.0,22.0,23.78,2022,7,27
2022-07-28,22.8,11.6,16.2,0.7,3.0,12.4,25.11,2022,7,28
2022-07-29,20.4,13.1,16.1,17.0,15.0,11.6,19.29,2022,7,29
2022-07-30,22.9,12.6,17.1,0.8,6.0,21.3,26.79,2022,7,30
2022-07-31,21.0,12.0,15.9,6.1,8.0,20.9,25.48,2022,7,31
2022-08-01,21.1,12.1,16.0,8.2,9.0,12.8,19.92,2022,8,1
2022-08-02,21.8,11.0,16.3,8.5,12.0,19.1,23.52,2022,8,2
2022-08-03,23.5,12.1,17.3,1.0,4.0,13.3,27.24,2022,8,3
2022-08-04,25.1,12.0,17.9,0.8,5.0,18.1,26.05,2022,8,4
2022-08-05,23.7,11.8,17.0,0.4,4.0,22.9,26.73,2022,8,5
2022-08-06,23.6,10.1,16.6,0.0,0.0,20.9,26.86,2022,8,6
2022-08-07,22.7,12.2,16.5,3.6,6.0,14.7,23.84,2022,8,7
2022-08-08,22.5,11.5,16.0,3.9,8.0,18.4,24.45,2022,8,8
2022-08-09,21.9,12.1,15.6,7.1,8.0,18.8,20.69,2022,8,9
2022-08-10,22.7,12.9,16.8,2.8,5.0,17.4,23.39,2022,8,10
2022-08-11,22.9,12.4,17.1,2.0,6.0,19.5,23.12,2022,8,11
2022-08-12,23.1,13.4,17.2,5.0,14.0,15.1,23.53,2022,8,12
2022-08-13,20.5,12.2,16.1,18.6,9.0,13.1,21.37,2022,8,13
2022-08-14,20.9,11.8,16.2,7.3,6.0,14.2,21.41,2022,8,14
2022-08-15,22.2,9.9,16.0,26.4,9.0,15.3,21.38,2022,8,15
2022-08-16,20.8,11.7,15.8,8.4,9.0,12.2,19.18,2022,8,16
2022-08-17,21.9,13.0,16.7,4.7,4.0,14.8,23.02,2022,8,17
2022-08-18,21.5,11.9,16.0,9.1,12.0,11.3,22.47,2022,8,18
2022-08-19,22.0,12.0,16.9,0.2,2.0,12.2,22.72,2022,8,19
2022-08-20,21.5,11.2,16.0,15.7,8.0,13.0,18.94,2022,8,20
2022-08-21,20.4,12.7,16.4,18.2,11.0,11.9,21.01,2022,8,21
2022-08-22,21.8,12.5,16.2,6.6,2.0,15.8,23.62,2022,8,22
2022-08-23,22.8,11.9,16.9,0.1,1.0,13.0,24.72,2022,8,23
2022-08-24,23.2,11.9,16.6,3.8,6.0,23.1,24.78,2022,8,24
2022-08-25,24.7,12.5,17.3,1.5,10.0,21.7,27.2,2022,8,25
2022-08-26,22.6,10.8,16.2,2.4,9.0,15.8,25.91,2022,8,26
2022-08-27,21.5,11.5,17.1,0.0,0.0,17.0,23.38,2022,8,27
2022-08-28,22.1,12.4,16.3,15.7,7.0,16.3,21.35,2022,8,28
2022-08-29,21.1,11.2,16.3,5.0,4.0,13.0,20.71,2022,8,29
2022-08-30,23.3,10.8,16.6,6.0,7.0,13.6,22.99,2022,8,30
2022-08-31,24.1,13.6,17.8,3.5,5.0,16.4,24.18,2022,8,31
2022-10-01,21.8,7.0,13.5,2.2,2.0,15.6,24.68,2022,10,1
2022-10-02,23.0,8.1,14.3,0.0,0.0,18.8,24.58,2022,10,2
2022-10-03,21.5,8.7,14.6,0.1,1.0,16.6,23.92,2022,10,3
2022-10-04,21.3,10.0,15.2,0.0,0.0,11.2,21.87,2022,10,4
2022-10-05,20.2,10.1,14.9,1.9,2.0,14.8,18.4,2022,10,5
2022-10-06,20.7,12.2,15.2,10.2,10.0,17.2,17.22,2022,10,6
2022-10-07,21.4,11.6,15.5,2.2,8.0,15.5,21.45,2022,10,7
2022-10-08,21.1,12.3,15.6,2.5,10.0,19.2,21.2,2022,10,8
2022-10-09,19.6,10.7,14.6,1.5,9.0,22.6,15.09,2022,10,9
2022-10-10,20.1,10.2,14.5,3.2,11.0,19.1,15.9,2022,10,10
2022-10-11,19.6,11.4,15.0,2.2,11.0,12.6,12.47,2022,10,11
2022-10-12,22.7,11.7,16.5,0.5,3.0,14.2,20.48,2022,10,12
2022-10-13,22.8,9.2,15.2,0.0,0.0,14.5,24.43,2022,10,13
2022-10-14,21.8,9.7,15.1,0.0,0.0,18.0,24.36,2022,10,14
2022-10-15,23.2,10.6,15.9,0.1,1.0,17.0,22.65,2022,10,15
2022-10-16,24.1,12.8,17.0,0.0,0.0,13.0,20.81,2022,10,16
2022-10-17,22.8,13.0,16.7,6.1,3.0,13.5,18.22,2022,10,17
2022-10-18,21.6,12.9,15.7,16.1,15.0,13.9,14.04,2022,10,18
2022-10-19,18.9,10.7,14.3,0.9,4.0,19.2,13.06,2022,10,19
2022-10-20,19.7,8.3,13.5,3.0,7.0,10.7,18.42,2022,10,20
2022-10-21,19.2,10.4,14.9,0.4,1.0,14.9,13.29,2022,10,21
2022-10-22,22.6,9.9,16.0,0.2,2.0,8.3,20.49,2022,10,22
2022-10-23,24.2,11.8,17.6,0.0,0.0,12.0,22.2,2022,10,23
2022-10-24,25.4,14.3,18.6,0.0,0.0,15.1,22.79,2022,10,24
2022-10-25,24.5,12.5,18.0,0.0,0.0,17.8,23.13,2022,10,25
2022-10-26,24.8,11.2,17.9,0.0,0.0,22.6,20.71,2022,10,26
2022-10-27,23.5,11.9,16.8,1.4,2.0,12.4,17.62,2022,10,27
2022-10-28,26.3,10.3,17.5,0.2,2.0,18.5,20.4,2022,10,28
2022-10-29,23.2,12.6,17.4,1.1,2.0,14.1,17.22,2022,10,29
2022-10-30,23.9,10.5,17.1,0.6,1.0,19.4,19.31,2022,10,30
2022-10-31,23.8,9.4,16.1,0.2,1.0,19.2,18.85,2022,10,31
2022-12-01,22.0,11.1,15.8,0.0,0.0,13.3,18.97,2022,12,1
2022-12-02,23.6,7.7,14.9,0.0,0.0,16.1,18.47,2022,12,2
2022-12-03,23.9,9.6,15.7,0.0,0.0,20.9,17.24,2022,12,3
2022-12-04,21.7,8.0,14.9,0.0,0.0,18.9,20.05,2022,12,4
2022-12-05,23.6,7.3,14.6,0.0,0.0,16.6,19.53,2022,12,5
2022-12-06,24.2,8.1,16.7,0.0,0.0,11.8,19.5,2022,12,6
2022-12-07,25.3,8.5,15.8,0.0,0.0,12.0,20.83,2022,12,7
2022-12-08,22.5,4.8,13.3,0.0,0.0,13.4,20.08,2022,12,8
2022-12-09,22.8,8.3,14.3,0.1,1.0,13.4,18.19,2022,12,9
2022-12-10,22.6,6.8,14.4,0.0,0.0,12.8,18.72,2022,12,10
2022-12-11,22.9,7.3,14.9,0.0,0.0,13.2,20.26,2022,12,11
2022-12-12,22.6,6.8,14.1,0.0,0.0,16.0,19.62,2022,12,12
2022-12-13,23.1,6.3,14.4,0.0,0.0,22.7,20.03,2022,12,13
2022-12-14,24.2,4.1,13.8,0.0,0.0,21.3,20.45,2022,12,14
2022-12-15,23.8,7.8,14.2,0.0,0.0,16.6,19.94,2022,12,15
2022-12-16,24.4,7.2,14.6,0.0,0.0,17.6,19.74,2022,12,16
2022-12-17,23.2,7.4,14.6,0.0,0.0,12.9,19.12,2022,12,17
2022-12-18,23.1,6.4,14.7,0.0,0.0,15.3,18.68,2022,12,18
2022-12-19,22.8,6.8,14.5,0.0,0.0,12.3,19.64,2022,12,19
2022-12-20,23.2,7.8,14.8,0.0,0.0,20.6,19.06,2022,12,20
2022-12-21,21.1,4.9,12.5,0.0,0.0,18.5,17.11,2022,12,21
2022-12-22,22.1,6.9,14.8,0.0,0.0,12.0,18.75,2022,12,22
2022-12-23,20.1,9.2,14.5,0.0,0.0,14.5,15.22,2022,12,23
2022-12-24,20.0,6.2,12.8,0.0,0.0,10.9,15.36,2022,12,24
2022-12-25,15.0,6.5,10.8,5.1,6.0,13.1,13.34,2022,12,25
2022-12-26,16.8,4.8,10.5,0.0,0.0,15.5,17.02,2022,12,26
2022-12-27,18.1,5.6,11.2,0.0,0.0,14.8,18.01,2022,12,27
2022-12-28,20.5,2.8,11.0,0.0,0.0,15.3,17.96,2022,12,28
2022-12-29,20.6,2.7,11.3,0.0,0.0,23.0,16.11,2022,12,29
2022-12-30,20.5,5.7,12.4,0.6,2.0,20.5,15.25,2022,12,30
2022-12-31,21.2,9.6,14.7,0.1,1.0,16.2,17.46,2022,12,31
2023-01-01,21.1,5.9,12.8,0.0,0.0,15.5,17.52,2023,1,1
2023-01-02,21.3,5.9,13.4,0.0,0.0,22.0,17.36,2023,1,2
2023-01-03,23.0,5.8,14.7,0.1,1.0,10.4,18.6,2023,1,3
2023-01-04,22.9,6.7,14.3,0.0,0.0,18.8,20.03,2023,1,4
2023-01-05,22.0,7.7,14.2,0.3,3.0,20.5,19.44,2023,1,5
2023-01-06,21.6,8.0,13.7,0.0,0.0,12.7,19.97,2023,1,6
2023-01-07,22.0,5.9,13.6,0.0,0.0,11.7,20.34,2023,1,7
2023-01-08,22.2,7.2,13.9,0.0,0.0,14.5,20.6,2023,1,8
2023-01-09,21.2,6.9,13.5,0.0,0.0,14.0,18.69,2023,1,9
2023-01-10,20.0,7.9,13.6,0.0,0.0,18.3,17.38,2023,1,10
2023-01-11,20.4,5.5,12.7,0.0,0.0,14.6,17.94,2023,1,11
2023-01-12,21.5,6.4,13.6,0.0,0.0,21.7,19.04,2023,1,12
2023-01-13,20.6,8.9,13.2,0.7,4.0,22.7,18.14,2023,1,13
2023-01-14,20.9,2.5,11.3,0.0,0.0,9.7,20.99,2023,1,14
2023-01-15,21.3,4.1,12.5,0.0,0.0,17.9,21.04,2023,1,15
2023-01-16,23.7,4.4,13.4,0.0,0.0,15.0,21.29,2023,1,16
2023-01-17,24.4,8.4,15.0,0.0,0.0,22.7,20.94,2023,1,17
2023-01-18,25.0,5.2,15.2,0.0,0.0,15.3,20.42,2023,1,18
2023-01-19,25.7,8.5,16.6,0.0,0.0,18.8,20.43,2023,1,19
2023-01-20,25.3,6.9,15.1,0.0,0.0,14.5,20.66,2023,1,20
2023-01-21,24.2,7.5,15.4,0.0,0.0,16.4,20.8,2023,1,21
2023-01-22,23.8,6.9,14.5,0.0,0.0,15.9,20.97,2023,1,22
2023-01-23,23.7,5.2,14.0,0.0,0.0,21.9,21.6,2023,1,23
2023-01-24,24.8,4.6,14.8,0.0,0.0,12.3,21.84,2023,1,24
2023-01-25,24.1,7.6,14.7,0.0,0.0,25.7,21.54,2023,1,25
2023-01-26,22.7,5.5,13.6,0.0,0.0,20.6,20.43,2023,1,26
2023-01-27,22.8,3.2,12.1,0.0,0.0,15.5,22.04,2023,1,27
2023-01-28,23.9,5.0,13.9,0.0,0.0,16.2,21.1,2023,1,28
2023-01-29,24.6,9.9,16.6,0.0,0.0,12.3,21.64,2023,1,29
2023-01-30,25.7,9.4,17.6,0.0,0.0,12.7,22.11,2023,1,30
2023-01-31,26.1,7.8,16.6,0.0,0.0,14.6,22.68,2023,1,31
2023-03-01,27.7,10.6,19.1,0.2,2.0,18.6,22.87,2023,3,1
2023-03-02,29.4,10.4,19.5,0.0,0.0,23.8,26.34,2023,3,2
2023-03-03,28.9,8.1,18.2,0.0,0.0,28.5,26.68,2023,3,3
2023-03-04,28.4,7.2,17.9,0.0,0.0,24.5,26.48,2023,3,4
2023-03-05,28.4,11.1,19.5,0.0,0.0,21.3,23.15,2023,3,5
2023-03-06,27.9,10.5,19.4,0.0,0.0,21.2,24.96,2023,3,6
2023-03-07,28.0,11.3,19.3,0.0,0.0,13.0,26.87,2023,3,7
2023-03-08,27.3,10.8,19.3,0.0,0.0,16.1,26.91,2023,3,8
2023-03-09,27.6,9.1,18.8,0.0,0.0,17.0,26.8,2023,3,9
2023-03-10,27.2,10.4,19.6,0.0,0.0,15.9,25.67,2023,3,10
2023-03-11,28.4,10.2,18.7,0.8,2.0,16.2,25.75,2023,3,11
2023-03-12,26.5,10.7,17.6,0.5,2.0,16.7,21.74,2023,3,12
2023-03-13,25.0,10.1,17.3,0.0,0.0,30.6,21.41,2023,3,13
2023-03-14,23.4,8.0,16.0,0.2,2.0,28.4,21.64,2023,3,14
2023-03-15,21.9,11.3,15.4,4.1,2.0,19.1,21.2,2023,3,15
2023-03-16,22.6,7.5,15.6,0.1,1.0,16.6,22.56,2023,3,16
2023-03-17,23.7,7.1,15.4,0.4,2.0,18.6,25.86,2023,3,17
2023-03-18,22.5,8.7,15.6,1.1,4.0,23.6,24.08,2023,3,18
2023-03-19,22.5,6.7,13.8,3.4,3.0,20.6,24.0,2023,3,19
2023-03-20,23.7,5.1,14.3,0.0,0.0,20.4,26.67,2023,3,20
2023-03-21,26.7,6.8,17.1,0.0,0.0,21.1,27.23,2023,3,21
2023-03-22,26.6,12.6,18.9,0.0,0.0,26.3,25.71,2023,3,22
2023-03-23,28.3,10.2,18.9,0.0,0.0,19.1,24.72,2023,3,23
2023-03-24,27.9,11.4,19.1,0.0,0.0,22.3,26.05,2023,3,24
2023-03-25,28.2,12.0,19.0,0.9,2.0,33.0,24.43,2023,3,25
2023-03-26,28.5,9.9,19.2,0.0,0.0,20.4,25.89,2023,3,26
2023-03-27,29.9,11.8,20.4,0.0,0.0,19.1,25.35,2023,3,27
2023-03-28,28.5,13.9,19.0,3.0,4.0,33.1,24.08,2023,3,28
2023-03-29,26.3,12.9,18.0,0.6,5.0,15.3,25.51,2023,3,29
2023-03-30,27.2,9.5,18.1,0.0,0.0,21.8,25.74,2023,3,30
2023-03-31,28.4,10.3,19.4,0.0,0.0,13.8,27.36,2023,3,31
2023-05-01,29.8,10.6,20.0,0.1,1.0,26.6,27.19,2023,5,1
2023-05-02,29.8,11.1,20.4,0.0,0.0,22.0,28.45,2023,5,2
2023-05-03,29.7,11.6,20.8,0.0,0.0,18.5,27.87,2023,5,3
2023-05-04,27.8,13.1,20.3,0.8,2.0,18.9,20.94,2023,5,4
2023-05-05,28.0,12.0,19.5,0.7,2.0,21.3,22.41,2023,5,5
2023-05-06,29.1,11.7,20.3,0.0,0.0,21.7,24.59,2023,5,6
2023-05-07,28.4,12.7,20.0,1.3,4.0,24.6,24.2,2023,5,7
2023-05-08,25.9,12.2,18.6,0.9,3.0,25.9,23.66,2023,5,8
2023-05-09,24.5,10.3,18.1,0.7,2.0,28.8,23.27,2023,5,9
2023-05-10,26.7,11.0,19.1,0.2,2.0,27.0,24.44,2023,5,10
2023-05-11,27.1,10.2,19.2,0.2,2.0,22.0,25.53,2023,5,11
2023-05-12,27.6,10.7,19.2,0.0,0.0,29.9,25.66,2023,5,12
2023-05-13,25.0,10.7,18.1,1.8,2.0,25.4,22.55,2023,5,13
2023-05-14,24.6,10.4,16.9,0.1,1.0,13.6,23.02,2023,5,14
2023-05-15,24.6,9.2,17.6,0.0,0.0,15.0,26.75,2023,5,15
2023-05-16,23.1,9.7,16.8,0.3,3.0,18.1,21.27,2023,5,16
2023-05-17,25.0,8.9,16.9,0.4,1.0,19.5,24.49,2023,5,17
2023-05-18,26.2,9.2,17.8,0.5,3.0,25.2,24.83,2023,5,18
2023-05-19,27.1,10.8,18.9,0.1,1.0,15.1,23.26,2023,5,19
2023-05-20,26.6,13.8,19.4,0.0,0.0,18.5,22.82,2023,5,20
2023-05-21,23.0,14.0,17.7,5.3,7.0,16.9,19.52,2023,5,21
2023-05-22,24.9,12.8,17.8,1.7,4.0,18.7,23.19,2023,5,22
2023-05-23,24.3,11.6,17.9,3.6,4.0,14.4,23.27,2023,5,23
2023-05-24,25.6,11.9,18.8,0.1,1.0,15.6,24.76,2023,5,24
2023-05-25,27.2,12.1,19.7,0.5,1.0,27.3,26.06,2023,5,25
2023-05-26,25.8,13.0,18.6,6.3,1.0,21.1,26.32,2023,5,26
2023-05-27,25.5,11.9,18.5,0.2,2.0,22.6,26.63,2023,5,27
2023-05-28,24.5,13.2,17.6,4.7,6.0,16.2,21.89,2023,5,28
2023-05-29,22.6,9.9,16.8,2.8,6.0,12.8,25.38,2023,5,29
2023-05-30,27.6,9.7,18.5,0.0,0.0,11.2,27.05,2023,5,30
2023-05-31,27.8,14.1,20.6,0.0,0.0,14.5,26.64,2023,5,31
2023-07-01,24.9,14.0,19.3,2.4,2.0,15.7,25.39,2023,7,1
2023-07-02,24.0,13.6,18.7,8.5,5.0,13.2,25.83,2023,7,2
2023-07-03,25.0,14.5,18.9,2.0,5.0,11.0,26.57,2023,7,3
2023-07-04,24.0,14.6,18.5,9.9,8.0,11.2,21.61,2023,7,4
2023-07-05,25.1,14.5,18.9,11.3,6.0,17.0,21.74,2023,7,5
2023-07-06,23.6,14.6,18.2,7.4,16.0,12.0,22.31,2023,7,6
2023-07-07,26.4,16.0,20.1,2.0,5.0,19.5,26.29,2023,7,7
2023-07-08,26.3,14.6,19.2,3.2,8.0,17.8,27.21,2023,7,8
2023-07-09,25.2,14.8,18.7,1.7,9.0,14.0,25.83,2023,7,9
2023-07-10,24.3,14.1,18.5,6.3,6.0,10.5,24.38,2023,7,10
2023-07-11,23.2,13.2,18.0,6.9,5.0,20.4,25.18,2023,7,11
2023-07-12,24.7,12.6,18.2,0.8,2.0,15.7,27.47,2023,7,12
2023-07-13,25.5,12.1,18.6,0.9,3.0,12.8,27.47,2023,7,13
2023-07-14,26.5,10.8,19.0,0.1,1.0,13.4,27.19,2023,7,14
2023-07-15,27.0,13.4,20.0,0.0,0.0,19.1,28.08,2023,7,15
2023-07-16,27.7,12.9,19.2,1.1,2.0,19.3,26.4,2023,7,16
2023-07-17,25.0,13.4,18.6,0.1,1.0,16.2,23.07,2023,7,17
2023-07-18,27.5,12.2,18.9,0.2,1.0,15.8,27.01,2023,7,18
2023-07-19,27.3,14.3,19.2,3.3,5.0,15.1,25.95,2023,7,19
2023-07-20,28.2,13.0,20.1,0.1,1.0,19.3,26.9,2023,7,20
2023-07-21,27.2,14.0,19.3,2.6,5.0,15.6,26.03,2023,7,21
2023-07-22,24.6,14.0,18.2,9.4,8.0,13.1,23.09,2023,7,22
2023-07-23,23.7,14.7,18.0,7.3,11.0,13.4,21.74,2023,7,23
2023-07-24,22.4,14.2,17.2,11.4,16.0,14.5,18.48,2023,7,24
2023-07-25,22.5,14.4,17.3,6.3,14.0,14.9,21.68,2023,7,25
2023-07-26,23.1,13.2,17.2,8.2,12.0,15.5,26.01,2023,7,26
2023-07-27,18.2,13.3,15.6,7.1,13.0,10.8,14.26,2023,7,27
2023-07-28,20.3,10.4,15.2,0.7,2.0,14.2,20.69,2023,7,28
2023-07-29,24.2,10.3,16.0,4.2,4.0,14.6,26.52,2023,7,29
2023-07-30,22.1,13.3,16.9,3.9,8.0,13.0,19.29,2023,7,30
2023-07-31,22.5,12.9,17.0,12.2,7.0,12.9,20.57,2023,7,31
2023-08-01,25.0,13.5,17.8,14.3,12.0,11.6,25.03,2023,8,1
2023-08-02,24.2,12.8,17.6,3.0,11.0,20.0,26.41,2023,8,2
2023-08-03,22.1,12.7,16.8,3.6,5.0,10.5,20.93,2023,8,3
2023-08-04,22.1,14.1,17.3,8.6,6.0,10.3,16.77,2023,8,4
2023-08-05,22.1,14.2,17.0,25.1,12.0,11.9,21.72,2023,8,5
2023-08-06,21.4,13.7,17.2,11.8,9.0,11.6,22.59,2023,8,6
2023-08-07,25.1,12.7,17.7,0.7,4.0,19.7,27.51,2023,8,7
2023-08-08,24.8,11.8,17.9,0.3,1.0,14.1,27.03,2023,8,8
2023-08-09,25.6,12.0,18.4,0.0,0.0,14.1,27.37,2023,8,9
2023-08-10,25.9,12.8,18.7,1.8,2.0,17.3,24.64,2023,8,10
2023-08-11,25.7,12.3,18.7,3.7,3.0,10.6,26.67,2023,8,11
2023-08-12,25.4,13.0,18.1,0.6,3.0,11.0,27.67,2023,8,12
2023-08-13,25.1,13.1,18.2,0.0,0.0,17.7,25.86,2023,8,13
2023-08-14,25.9,14.3,18.4,4.0,14.0,25.5,23.07,2023,8,14
2023-08-15,24.2,11.4,17.7,0.5,4.0,16.6,24.79,2023,8,15
2023-08-16,22.9,12.2,16.9,2.0,8.0,16.2,20.39,2023,8,16
2023-08-17,21.5,13.6,16.5,7.7,24.0,10.8,20.02,2023,8,17
2023-08-18,21.4,11.4,16.4,18.7,9.0,10.1,20.45,2023,8,18
2023-08-19,22.3,13.1,16.8,7.7,12.0,17.9,23.48,2023,8,19
2023-08-20,21.7,13.1,16.6,1.0,7.0,21.4,16.12,2023,8,20
2023-08-21,22.7,12.0,16.6,2.2,8.0,11.7,25.53,2023,8,21
2023-08-22,23.3,13.3,17.5,12.9,10.0,13.8,25.0,2023,8,22
2023-08-23,24.3,13.5,17.3,12.9,16.0,19.2,23.96,2023,8,23
2023-08-24,23.8,13.7,17.3,8.2,13.0,19.7,25.77,2023,8,24
2023-08-25,22.1,10.6,16.1,2.1,13.0,13.1,24.54,2023,8,25
2023-08-26,21.0,12.1,16.1,2.0,9.0,15.5,20.0,2023,8,26
2023-08-27,22.6,14.3,17.4,4.8,19.0,11.4,20.5,2023,8,27
2023-08-28,20.5,14.8,17.0,9.6,14.0,9.7,16.0,2023,8,28
2023-08-29,23.3,11.9,17.7,0.2,2.0,15.5,28.17,2023,8,29
2023-08-30,24.2,10.8,17.7,0.0,0.0,10.6,28.49,2023,8,30
2023-08-31,22.0,14.3,17.2,20.5,10.0,14.0,22.15,2023,8,31
2023-10-01,27.1,13.1,19.9,0.1,1.0,19.9,22.74,2023,10,1
2023-10-02,28.1,14.0,19.4,0.8,6.0,17.7,20.27,2023,10,2
2023-10-03,24.2,15.0,18.6,3.6,9.0,14.3,19.92,2023,10,3
2023-10-04,24.9,13.7,18.8,0.2,2.0,13.5,21.68,2023,10,4
2023-10-05,25.6,13.5,19.0,2.9,8.0,17.1,23.22,2023,10,5
2023-10-06,26.5,12.9,18.4,0.2,1.0,29.6,24.43,2023,10,6
2023-10-07,23.9,14.1,17.6,3.5,13.0,26.5,16.75,2023,10,7
2023-10-08,19.6,13.8,16.0,2.7,9.0,17.5,10.1,2023,10,8
2023-10-09,23.0,13.2,16.4,3.9,6.0,11.8,15.12,2023,10,9
2023-10-10,24.4,13.2,17.7,5.8,14.0,16.3,20.96,2023,10,10
2023-10-11,23.6,12.6,17.4,0.2,2.0,19.2,14.35,2023,10,11
2023-10-12,24.3,11.5,16.8,6.1,3.0,16.1,22.18,2023,10,12
2023-10-13,25.0,11.3,17.4,11.3,6.0,12.1,21.51,2023,10,13
2023-10-14,27.2,12.8,19.0,0.3,2.0,23.2,21.39,2023,10,14
2023-10-15,22.9,13.8,16.8,2.4,10.0,23.1,13.92,2023,10,15
2023-10-16,22.0,11.4,15.7,0.7,6.0,23.3,16.86,2023,10,16
2023-10-17,21.7,9.6,14.4,0.3,3.0,15.4,19.69,2023,10,17
2023-10-18,24.3,7.8,15.7,0.0,0.0,13.5,22.3,2023,10,18
2023-10-19,25.4,9.7,17.4,0.0,0.0,26.5,22.71,2023,10,19
2023-10-20,26.0,11.7,17.5,0.0,0.0,20.5,21.2,2023,10,20
2023-10-21,27.6,10.8,17.7,0.0,0.0,20.4,23.61,2023,10,21
2023-10-22,27.4,10.4,18.0,0.0,0.0,18.1,23.54,2023,10,22
2023-10-23,26.7,10.4,18.0,0.0,0.0,18.4,22.05,2023,10,23
2023-10-24,26.6,11.0,18.1,0.8,3.0,18.6,21.16,2023,10,24
2023-10-25,17.2,13.4,15.7,12.3,19.0,10.9,5.76,2023,10,25
2023-10-26,23.2,12.6,17.1,0.2,2.0,10.8,19.07,2023,10,26
2023-10-27,24.4,12.8,17.3,0.3,3.0,16.4,20.35,2023,10,27
2023-10-28,23.9,12.3,17.2,0.0,0.0,21.8,21.35,2023,10,28
2023-10-29,24.7,12.1,17.0,0.0,0.0,19.1,21.15,2023,10,29
2023-10-30,23.3,9.3,16.1,0.0,0.0,21.3,22.18,2023,10,30
2023-10-31,25.3,8.8,16.2,0.0,0.0,29.7,21.59,2023,10,31
2023-12-01,24.3,7.9,15.3,0.0,0.0,17.5,16.57,2023,12,1
2023-12-02,21.7,9.6,15.6,0.1,1.0,9.0,11.19,2023,12,2
2023-12-03,20.3,10.4,14.7,1.1,3.0,15.1,14.29,2023,12,3
2023-12-04,20.3,12.1,15.4,0.6,4.0,19.4,15.22,2023,12,4
2023-12-05,21.0,10.9,14.9,0.9,7.0,15.6,14.89,2023,12,5
2023-12-06,19.8,11.6,14.4,0.9,6.0,16.3,10.82,2023,12,6
2023-12-07,18.1,9.9,13.0,1.6,4.0,17.3,14.11,2023,12,7
2023-12-08,20.6,7.2,12.9,0.7,1.0,13.1,16.7,2023,12,8
2023-12-09,21.0,8.1,14.4,0.0,0.0,9.2,17.94,2023,12,9
2023-12-10,18.9,8.9,13.6,0.0,0.0,19.7,12.83,2023,12,10
2023-12-11,14.1,7.5,10.6,8.0,13.0,8.8,5.95,2023,12,11
2023-12-12,16.9,7.3,11.2,0.0,0.0,13.4,15.78,2023,12,12
2023-12-13,18.0,8.1,12.1,0.0,0.0,10.3,12.06,2023,12,13
2023-12-14,19.0,10.5,13.6,0.1,1.0,18.0,12.78,2023,12,14
2023-12-15,18.6,10.0,13.5,0.3,3.0,13.6,13.05,2023,12,15
2023-12-16,18.4,9.0,13.3,0.4,4.0,16.3,13.86,2023,12,16
2023-12-17,20.4,9.5,13.3,0.1,1.0,11.8,19.02,2023,12,17
2023-12-18,20.9,5.2,12.6,0.0,0.0,18.7,20.15,2023,12,18
2023-12-19,20.1,4.2,11.0,0.0,0.0,13.3,18.54,2023,12,19
2023-12-20,22.2,2.8,13.0,0.0,0.0,11.8,20.09,2023,12,20
2023-12-21,23.0,2.9,12.9,0.0,0.0,14.6,19.86,2023,12,21
2023-12-22,23.0,3.3,12.6,0.0,0.0,18.9,19.48,2023,12,22
2023-12-23,22.4,3.4,12.2,0.0,0.0,17.5,17.55,2023,12,23
2023-12-24,23.5,5.5,13.7,0.2,2.0,19.0,16.63,2023,12,24
2023-12-25,24.5,6.5,14.1,0.0,0.0,11.6,16.92,2023,12,25
2023-12-26,20.3,7.1,13.4,0.7,4.0,19.1,12.65,2023,12,26
2023-12-27,16.5,4.3,12.1,0.2,1.0,16.0,9.73,2023,12,27
2023-12-28,20.0,1.8,9.2,0.0,0.0,19.2,19.8,2023,12,28
2023-12-29,20.1,0.7,9.6,0.0,0.0,20.3,19.2,2023,12,29
2023-12-30,18.9,2.9,9.9,0.0,0.0,15.2,18.53,2023,12,30
2023-12-31,21.7,2.7,12.0,0.0,0.0,17.7,20.19,2023,12,31
2024-01-01,21.9,7.3,13.6,0.0,0.0,14.5,20.08,2024,1,1
2024-01-02,22.9,5.7,14.0,0.0,0.0,19.0,17.65,2024,1,2
2024-01-03,24.0,8.1,14.7,0.0,0.0,20.9,19.21,2024,1,3
2024-01-04,24.8,3.7,13.4,0.0,0.0,18.9,20.21,2024,1,4
2024-01-05,23.0,4.4,13.5,0.0,0.0,21.1,20.09,2024,1,5
2024-01-06,24.3,3.9,13.8,0.0,0.0,12.0,20.24,2024,1,6
2024-01-07,23.2,8.3,14.5,0.0,0.0,13.7,14.5,2024,1,7
